START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,Days,Gender,Status ,Rider Age,Fare,Ride_Duration
7/20/2016 17:12,7/20/2016 17:24,Personal,LA Downtown,Edgehill Farms,2.8,Other,WEEKEND,Male,Cancelled,39,9,35
7/20/2016 17:50,7/20/2016 17:57,Personal,LA Downtown,LA amtrak station,1.4,Other,WEEKEND,Male,Cancelled,48,6,35
7/20/2016 18:16,7/20/2016 18:20,Personal,LA Downtown,LA Downtown,1.4,Other,WEEKDAY,Female,Cancelled,28,15,60
7/21/2016 17:17,7/21/2016 17:23,Business,LA Downtown,Edgehill Farms,2.7,Other,WEEKDAY,Male,Cancelled,28,12,35
7/21/2016 17:42,7/21/2016 17:51,Business,LA Downtown,LA amtrak station,2.3,Other,WEEKDAY,Male,Cancelled,33,21,35
7/21/2016 18:27,7/21/2016 18:42,Business,Chicago Downtown,Chicago Suburb,3.7,Other,WEEKDAY,Male,Cancelled,55,18,35
7/21/2016 19:30,7/21/2016 19:39,Business,Chicago Suburb,Chicago Downtown,2.9,Other,WEEKDAY,Male,Delay,67,27,35
7/22/2016 10:42,7/22/2016 10:53,Business,Chicago Downtown,Chicago Suburb,3.8,Other,WEEKEND,Male,Cancelled,29,24,35
7/22/2016 11:11,7/22/2016 11:25,Business,Chicago Suburb,Chicago Downtown,5.1,Other,WEEKEND,Male,Cancelled,53,30,48
7/22/2016 11:37,7/22/2016 12:00,Business,Chicago Downtown,Chicago suburb,9.1,Other,WEEKDAY,Male,Delay,45,3,48
7/22/2016 12:14,7/22/2016 12:31,Business,Chicago Downtown,Durham,8,Other,WEEKDAY,Male,Delay,23,9,48
7/22/2016 13:21,7/22/2016 13:42,Business,Ohio Downtown,Ohio Downtown,9.9,Meeting,WEEKDAY,Female,Delay,23,6,48
7/22/2016 14:27,7/22/2016 14:43,Business,Chicago Downtown,Chicago Suburb,6.1,Meal/Entertain,WEEKDAY,Male,Delay,23,15,20
7/22/2016 15:49,7/22/2016 16:22,Business,Chicago Suburb,Chicago Downtown,12.2,Other,WEEKDAY,Male,Delay,46,12,48
7/22/2016 18:33,7/22/2016 18:51,Business,LA Downtown,LA Downtown,8,Other,WEEKEND,Male,Delay,55,21,20
7/23/2016 14:27,7/23/2016 14:44,Business,Chicago Downtown,Chicago Suburb,4,Other,WEEKEND,Male,Delay,55,18,20
7/23/2016 14:48,7/23/2016 15:12,Business,Chicago Suburb,Chicago Downtown,9.5,Other,WEEKDAY,Male,Delay,37,27,16
7/23/2016 15:15,7/23/2016 15:27,Business,Chicago Downtown,Chicago Suburb,3,Other,WEEKDAY,Female,Delay,28,24,16
7/23/2016 15:50,7/23/2016 16:10,Business,Chicago Suburb,Chicago Downtown,6.3,Other,WEEKDAY,Female,Delay,33,30,16
7/23/2016 20:17,7/23/2016 20:33,Business,Chicago Downtown,Durham,10.4,Meeting,WEEKDAY,Female,Delay,55,9,16
7/23/2016 23:18,7/23/2016 23:43,Business,Ohio Downtown,Ohio Downtown,9.9,Meeting,WEEKDAY,Female,Delay,67,6,16
7/25/2016 10:35,7/25/2016 10:41,Business,LA Downtown,Parkway,1.5,Other,WEEKEND,Female,Delay,29,15,16
7/25/2016 10:47,7/25/2016 10:58,Business,Chicago Downtown,Chicago Suburb,4.9,Other,WEEKEND,Female,Delay,30,12,30
7/25/2016 11:04,7/25/2016 11:33,Business,Chicago Suburb,Chicago Downtown,7.9,Other,WEEKDAY,Female,Delay,36,21,30
7/25/2016 11:37,7/25/2016 11:44,Business,LA Downtown,LA Downtown,1.7,Other,WEEKDAY,Female,Delay,23,18,30
7/26/2016 15:43,7/26/2016 15:49,Business,LA Downtown,Westpark Place,2.2,Other,WEEKDAY,Female,Delay,29,27,30
7/26/2016 17:14,7/26/2016 17:24,Business,LA Downtown,LA Downtown,2.1,Other,WEEKDAY,Female,Delay,33,24,30
7/26/2016 20:52,7/26/2016 21:00,Business,Chicago Downtown,Chicago Suburb,2.5,Meal/Entertain,WEEKDAY,Female,Delay,39,30,18
7/26/2016 22:31,7/26/2016 22:39,Business,Chicago Suburb,Chicago Downtown,2.5,Meal/Entertain,WEEKEND,Female,Delay,44,3,30
7/27/2016 19:08,7/27/2016 19:20,Business,Chicago Downtown,Chicago Suburb,2.8,Other,WEEKEND,Male,Delay,46,9,30
7/27/2016 21:34,7/27/2016 21:57,Business,Chicago Suburb,Raleigh,14.7,Other,WEEKDAY,Male,Delay,28,6,30
7/27/2016 22:00,7/27/2016 22:26,Business,Chicago Downtown,Chicago Suburb,14.6,Other,WEEKDAY,Male,Delay,33,15,10
7/28/2016 0:04,7/28/2016 0:09,Business,Chicago Suburb,Chicago Downtown,2.3,Other,WEEKDAY,Male,Delay,44,12,30
7/29/2016 15:45,7/29/2016 15:47,Business,LA Downtown,Westpark Place,2.2,Other,WEEKDAY,Male,Delay,55,21,35
7/29/2016 17:27,7/29/2016 17:45,Business,LA Downtown,LA Downtown,2.2,Meal/Entertain,WEEKDAY,Female,Delay,77,18,35
7/30/2016 17:02,7/30/2016 17:27,Business,Chicago Downtown,Durham,14,Other,WEEKEND,Male,Delay,33,27,35
7/30/2016 21:16,7/30/2016 21:41,Business,Ohio Downtown,Ohio Downtown,13.3,Other,WEEKEND,Male,Delay,36,24,35
7/31/2016 17:30,7/31/2016 17:37,Business,LA Downtown,LA Downtown,1.8,Other,WEEKDAY,Male,Delay,23,30,35
8/1/2016 12:47,8/1/2016 13:04,Business,LA Downtown,Arlington Park at Amberly,6.2,Other,WEEKDAY,Male,Delay,29,3,20
8/1/2016 13:08,8/1/2016 13:19,Business,Newjersey Airport,Newjersey Downtown,1.3,Other,WEEKDAY,Male,Delay,33,9,35
8/1/2016 13:28,8/1/2016 13:46,Business,NewYork Downtown,NewYork Downtown,1.9,Other,WEEKDAY,Female,Delay,39,6,35
8/1/2016 13:52,8/1/2016 14:14,Business,Chicago Downtown,Apex,6.9,Other,WEEKDAY,Female,Delay,44,15,35
8/1/2016 15:40,8/1/2016 15:47,Business,Chicago suburb,Chicago Downtown,4.6,Other,WEEKEND,Female,Delay,46,12,60
8/1/2016 16:18,8/1/2016 16:25,Business,LA Downtown,Edgehill Farms,2.8,Other,WEEKEND,Female,Delay,28,21,35
8/1/2016 16:29,8/1/2016 16:59,Business,Chicago Downtown,Chicago Suburb,9.1,Other,WEEKDAY,Female,Delay,33,18,35
8/1/2016 17:23,8/1/2016 17:55,Business,Chicago Suburb,Chicago Downtown,8.1,Other,WEEKDAY,Male,Delay,37,27,35
8/2/2016 8:11,8/2/2016 8:32,Business,Chicago Downtown,Chicago Suburb,8.4,Meeting,WEEKDAY,Male,Delay,48,24,35
8/2/2016 11:51,8/2/2016 12:15,Business,Newjersey Airport,Newjersey Downtown,4.9,Other,WEEKDAY,Male,Delay,38,30,35
8/2/2016 19:15,8/2/2016 19:23,Business,Dallas Airport,Dallas Downtown,1,Other,WEEKDAY,Male,Delay,34,3,48
8/2/2016 21:23,8/2/2016 21:29,Business,Dallas Airport,Dallas Downtown,1,Other,WEEKEND,Female,Delay,26,6,48
8/3/2016 12:46,8/3/2016 13:00,Business,LA Downtown,LA Downtown,2,Other,WEEKEND,Female,Delay,33,15,48
8/3/2016 14:59,8/3/2016 15:03,Business,Dallas Airport,Dallas Downtown,1.1,Other,WEEKDAY,Female,Delay,55,12,20
8/3/2016 16:00,8/3/2016 16:04,Business,Dallas Airport,Dallas Downtown,1.5,Other,WEEKDAY,Female,Delay,42,21,48
8/5/2016 17:23,8/5/2016 17:30,Business,Dallas Downtown,Dallas airport,1.3,Other,WEEKDAY,Female,Delay,62,18,20
8/5/2016 18:17,8/5/2016 18:21,Business,Dallas Airport,Dallas Downtown,1.8,Other,WEEKDAY,Female,Delay,37,27,20
8/5/2016 19:17,8/5/2016 19:27,Business,Milwaukee Downtown,Milwaukee Downtown,1.5,Other,WEEKDAY,Female,Delay,73,24,16
8/6/2016 6:40,8/6/2016 6:58,Business,LA Downtown,LA Downtown,6.6,Other,WEEKEND,Female,Delay,48,30,16
8/6/2016 9:31,8/6/2016 9:53,Business,Chicago Suburb,Chicago Downtown,8,Other,WEEKEND,Male,Delay,25,3,16
8/7/2016 17:14,8/7/2016 17:23,Business,LA Downtown,Edgehill Farms,2.7,Other,WEEKDAY,Male,Delay,27,9,16
8/7/2016 17:28,8/7/2016 17:43,Business,LA Downtown,LA amtrak station,2.7,Customer Visit,WEEKDAY,Male,Delay,28,6,16
8/7/2016 18:17,8/7/2016 18:23,Business,Chicago Downtown,Chicago Suburb,2.5,Other,WEEKDAY,Male,Delay,24,15,16
8/7/2016 20:15,8/7/2016 20:23,Business,Chicago Suburb,Chicago Downtown,2.5,Meal/Entertain,WEEKDAY,Male,Delay,34,12,16
8/8/2016 16:17,8/8/2016 16:31,Business,LA Downtown,LA Amtrak station,5.2,Other,WEEKDAY,Male,Delay,32,21,30
8/8/2016 16:37,8/8/2016 16:50,Business,LA Amtrak station,Edgehill Farms,4,Other,WEEKEND,Male,Delay,30,18,30
8/8/2016 17:02,8/8/2016 17:13,Business,LA Downtown,LA amtrak station,2.7,Customer Visit,WEEKEND,Male,Delay,71,27,30
8/8/2016 21:50,8/8/2016 22:15,Business,Chicago Downtown,Chicago Suburb,4.8,Other,WEEKDAY,Male,Delay,25,24,30
8/8/2016 23:28,8/8/2016 23:37,Business,Chicago Suburb,Chicago Downtown,3.2,Customer Visit,WEEKDAY,Male,Delay,32,30,30
8/9/2016 14:20,8/9/2016 14:38,Business,LA Downtown,Waverly Place,6.9,Other,WEEKDAY,Female,Delay,35,3,18
8/9/2016 15:15,8/9/2016 15:36,Business,Chicago Downtown,Raleigh,14.9,Other,WEEKDAY,Female,Delay,44,9,30
8/9/2016 16:04,8/9/2016 16:37,Business,Chicago Downtown,Chicago Downtown,17.4,Other,WEEKDAY,Female,Delay,55,6,30
8/10/2016 16:56,8/10/2016 17:24,Business,Chicago Downtown,Durham,12.9,Other,WEEKEND,Female,Delay,38,15,30
8/10/2016 17:53,8/10/2016 18:28,Business,Ohio Downtown,Ohio Downtown,15.3,Other,WEEKEND,Female,Delay,69,12,10
8/10/2016 18:49,8/10/2016 18:50,Business,Chicago suburb,Chicago Downtown,1,Other,WEEKDAY,Female,Delay,78,21,30
8/10/2016 19:47,8/10/2016 20:02,Business,Chicago suburb,Chicago Downtown,6,Other,WEEKDAY,Female,Delay,28,18,35
8/11/2016 12:53,8/11/2016 13:00,Business,LA Downtown,Heritage Pines,2.2,Other,WEEKDAY,Female,Delay,53,27,35
8/11/2016 13:14,8/11/2016 13:28,Business,Richmond hindu temple ,Richmond Downtown,4.4,Other,WEEKDAY,Female,Delay,39,24,35
8/11/2016 13:32,8/11/2016 13:42,Business,LA Downtown,LA amtrak station,2.8,Other,WEEKDAY,Female,Delay,48,30,35
8/11/2016 18:37,8/11/2016 19:29,Business,Chicago Downtown,Wake Forest,31.7,Other,WEEKEND,Female,Delay,28,3,35
8/11/2016 20:59,8/11/2016 21:44,Business,Chicago suburb,Chicago Downtown,31.9,Other,WEEKEND,Male,Delay,37,6,35
8/12/2016 18:49,8/12/2016 18:52,Business,LA Downtown,Westpark Place,1.9,Other,WEEKDAY,Male,Delay,48,15,35
8/12/2016 18:56,8/12/2016 19:05,Business,LA Downtown,LA Downtown,1.8,Other,WEEKDAY,Male,Delay,38,12,35
8/13/2016 15:35,8/13/2016 15:58,Business,Chicago Downtown,Chicago Suburb,8.4,Meeting,WEEKDAY,Male,Delay,34,21,60
8/15/2016 9:05,8/15/2016 9:52,Business,Chicago Downtown,Chicago Downtown,15.6,Other,WEEKDAY,Male,Delay,26,18,35
8/15/2016 15:20,8/15/2016 15:47,Business,LA Downtown,LA Downtown,14.1,Other,WEEKDAY,Female,Delay,25,27,35
8/15/2016 16:52,8/15/2016 17:30,Business,LA Downtown,LA Downtown,15.7,Other,WEEKEND,Female,Delay,32,24,35
8/15/2016 19:08,8/15/2016 20:30,Business,LA Downtown,LA Downtown,25.9,Temporary Site,WEEKEND,Female,Delay,37,30,35
8/16/2016 7:58,8/16/2016 8:11,Business,LA Downtown,LA Downtown,7.9,Other,WEEKDAY,Female,Delay,48,3,35
8/16/2016 8:16,8/16/2016 8:23,Business,LA Downtown,LA Downtown,2.7,Other,WEEKDAY,Female,Delay,26,9,48
8/16/2016 8:46,8/16/2016 8:53,Business,LA Downtown,LA Downtown,5.5,Other,WEEKDAY,Female,Delay,37,6,48
8/16/2016 10:06,8/16/2016 10:27,Business,LA Downtown,LA Downtown,5.7,Other,WEEKDAY,Female,Delay,34,15,48
8/16/2016 10:31,8/16/2016 10:38,Business,Richmond hindu temple ,Richmond Downtown,1.2,Other,WEEKDAY,Female,On-time,29,12,48
8/16/2016 11:47,8/16/2016 12:03,Business,Richmond hindu temple ,Richmond Downtown,5.7,Temporary Site,WEEKEND,Female,On-time,46,21,20
8/16/2016 15:13,8/16/2016 15:36,Business,LA Downtown,LA Downtown,16.2,Other,WEEKEND,Male,On-time,43,18,48
8/17/2016 10:17,8/17/2016 10:41,Business,Richmond Downtown,Richmond Hindu temple,2.6,Other,WEEKDAY,Male,On-time,80,27,20
8/17/2016 10:57,8/17/2016 11:20,Business,Richmond Downtown,Richmond Hindu temple,12.1,Other,WEEKDAY,Male,On-time,31,24,20
8/17/2016 14:45,8/17/2016 14:50,Business,Richmond Downtown,Richmond Hindu temple,1.4,Other,WEEKDAY,Male,On-time,73,30,16
8/17/2016 15:32,8/17/2016 15:47,Business,Chicago Downtown,Chicago Downtown,6.4,Other,WEEKDAY,Male,On-time,68,3,16
8/17/2016 16:29,8/17/2016 16:50,Business,Richmond hindu temple ,Richmond Downtown,7.3,Other,WEEKDAY,Male,On-time,22,9,16
8/17/2016 16:54,8/17/2016 17:00,Business,Richmond Downtown,Richmond Hindu temple,5.3,Other,WEEKEND,Male,On-time,20,6,16
8/17/2016 17:05,8/17/2016 17:34,Business,Richmond Downtown,Richmond Hindu temple,5.5,Other,WEEKEND,Female,On-time,28,15,16
8/17/2016 18:38,8/17/2016 18:57,Business,Richmond Downtown,Richmond Hindu temple,7.7,Temporary Site,WEEKDAY,Female,On-time,26,12,16
8/18/2016 18:40,8/18/2016 19:07,Business,Richmond Downtown,Richmond Hindu temple,7.6,Temporary Site,WEEKDAY,Female,On-time,29,21,16
8/19/2016 8:24,8/19/2016 8:45,Business,Richmond Downtown,Richmond Hindu temple,7.6,Other,WEEKDAY,Female,On-time,30,18,30
8/19/2016 8:54,8/19/2016 9:07,Business,Newjersey Airport,Newjersey Downtown,3.3,Other,WEEKDAY,Female,On-time,37,27,30
8/19/2016 9:27,8/19/2016 9:47,Business,Richmond hindu temple ,Richmond Downtown,6.5,Other,WEEKDAY,Female,On-time,29,24,30
8/19/2016 10:57,8/19/2016 11:06,Business,Chicago Downtown,Chicago Downtown,2,Other,WEEKEND,Female,On-time,48,30,30
8/19/2016 12:07,8/19/2016 12:24,Business,Richmond Downtown,Richmond Hindu temple,5.7,Other,WEEKEND,Female,On-time,25,3,30
8/19/2016 15:51,8/19/2016 16:06,Business,Richmond hindu temple ,Richmond Downtown,3.2,Other,WEEKDAY,Female,On-time,27,9,18
8/19/2016 17:12,8/19/2016 17:52,Business,Richmond hindu temple ,Richmond Downtown,12.5,Other,WEEKDAY,Female,On-time,28,6,30
8/21/2016 10:00,8/21/2016 10:29,Business,Richmond Downtown,Richmond Hindu temple,7.6,Airport/Travel,WEEKDAY,Male,On-time,24,12,30
8/21/2016 14:05,8/21/2016 14:34,Business,Richmond Downtown,Richmond Hindu temple,7.7,Other,WEEKDAY,Male,On-time,34,21,10
8/21/2016 16:30,8/21/2016 17:02,Business,Richmond Downtown,Richmond Hindu temple,12.2,Other,WEEKDAY,Male,On-time,32,18,30
8/21/2016 18:10,8/21/2016 18:17,Business,Richmond hindu temple ,Richmond Downtown,1.4,Other,WEEKEND,Male,On-time,30,27,35
8/21/2016 18:48,8/21/2016 19:24,Business,Richmond hindu temple ,Richmond Downtown,20.2,Other,WEEKEND,Female,On-time,71,24,35
8/22/2016 10:00,8/22/2016 10:44,Business,Richmond Downtown,Richmond Hindu temple,9.8,Other,WEEKDAY,Female,On-time,39,30,35
8/22/2016 11:07,8/22/2016 11:23,Business,Richmond hindu temple ,Richmond Downtown,6.3,Other,WEEKDAY,Female,On-time,44,3,35
8/22/2016 12:36,8/22/2016 12:49,Business,Richmond Downtown,Richmond Hindu temple,4.9,Other,WEEKDAY,Female,On-time,46,9,35
8/22/2016 13:02,8/22/2016 13:11,Business,Richmond hindu temple ,Richmond Downtown,1.5,Other,WEEKDAY,Female,On-time,28,6,20
8/22/2016 14:07,8/22/2016 14:31,Business,Richmond hindu temple ,Richmond Downtown,10.9,Other,WEEKDAY,Female,On-time,33,15,35
8/22/2016 15:14,8/22/2016 15:49,Business,Richmond Downtown,Richmond Hindu temple,19,Other,WEEKEND,Female,On-time,78,12,35
8/22/2016 15:59,8/22/2016 17:16,Business,Richmond Downtown,Richmond Hindu temple,19,Other,WEEKEND,Female,On-time,28,21,35
8/22/2016 19:58,8/22/2016 20:50,Business,Richmond Downtown,Richmond Hindu temple,7.9,Other,WEEKDAY,Female,On-time,53,18,60
8/22/2016 20:53,8/22/2016 21:31,Business,Chicago Downtown,Chicago Downtown,4.1,Other,WEEKDAY,Male,On-time,39,27,35
8/22/2016 22:31,8/22/2016 23:00,Business,Chicago Downtown,Chicago Downtown,18.7,Other,WEEKDAY,Male,On-time,48,24,35
8/23/2016 8:10,8/23/2016 8:25,Business,Richmond Downtown,Richmond Hindu temple,8.7,Other,WEEKDAY,Male,On-time,28,30,35
8/23/2016 9:35,8/23/2016 10:09,Business,Newjersey Airport,Newjersey Downtown,7.5,Other,WEEKDAY,Male,On-time,37,3,35
8/23/2016 12:59,8/23/2016 13:15,Business,Richmond Downtown,Richmond Hindu temple,7.7,Other,WEEKEND,Male,On-time,48,9,35
8/23/2016 13:19,8/23/2016 13:30,Business,Newjersey Airport,Newjersey Downtown,4.4,Other,WEEKEND,Male,On-time,38,6,48
8/23/2016 13:49,8/23/2016 14:04,Business,Richmond hindu temple ,Richmond Downtown,5,Other,WEEKDAY,Male,On-time,34,15,48
8/23/2016 15:07,8/23/2016 15:12,Business,Richmond Downtown,Richmond Hindu temple,1.9,Other,WEEKDAY,Female,On-time,26,12,48
8/23/2016 15:15,8/23/2016 17:16,Business,Richmond Downtown,Richmond Hindu temple,7.9,Other,WEEKDAY,Female,On-time,25,21,48
8/23/2016 17:42,8/23/2016 18:31,Business,Richmond Downtown,Richmond Hindu temple,17.7,Other,WEEKDAY,Female,On-time,32,18,20
8/24/2016 12:05,8/24/2016 12:56,Business,Richmond Downtown,Richmond Hindu temple,25.2,Other,WEEKDAY,Male,On-time,68,27,48
8/24/2016 13:01,8/24/2016 15:25,Business,Richmond Downtown,Richmond Hindu temple,96.2,Other,WEEKEND,Male,On-time,22,24,20
8/25/2016 15:17,8/25/2016 16:22,Business,Richmond Downtown,Richmond Hindu temple,35,Other,WEEKEND,Male,On-time,20,30,20
8/25/2016 16:36,8/25/2016 16:56,Business,Richmond Downtown,Richmond Hindu temple,5.5,Other,WEEKDAY,Male,On-time,28,3,16
8/25/2016 17:19,8/25/2016 19:20,Business,Richmond Downtown,Richmond Hindu temple,50.4,Other,WEEKDAY,Female,On-time,26,9,16
8/25/2016 19:25,8/25/2016 19:57,Business,Richmond Downtown,Richmond Hindu temple,9.2,Other,WEEKDAY,Female,On-time,29,6,16
8/25/2016 22:58,8/25/2016 23:16,Business,NewYork Downtown,NewYork Downtown,7.3,Other,WEEKDAY,Female,On-time,30,15,16
8/26/2016 9:06,8/26/2016 9:20,Business,Richmond Downtown,Richmond Hindu temple,5,Other,WEEKDAY,Female,On-time,37,21,16
8/26/2016 11:14,8/26/2016 11:26,Business,Richmond Downtown,Richmond Hindu temple,3.8,Other,WEEKEND,Female,On-time,29,18,16
8/26/2016 12:10,8/26/2016 12:20,Business,Richmond Downtown,Richmond Hindu temple,3.9,Other,WEEKEND,Female,On-time,37,27,30
8/26/2016 14:10,8/26/2016 14:33,Business,NewYork Downtown,NewYork Downtown,7.4,Other,WEEKDAY,Female,On-time,73,24,30
8/26/2016 15:23,8/26/2016 15:35,Business,NewYork Downtown,NewYork Downtown,1.5,Other,WEEKDAY,Female,On-time,48,30,30
8/26/2016 15:59,8/26/2016 16:24,Business,NewYork Downtown,NewYork Downtown,7.9,Other,WEEKDAY,Female,On-time,25,3,30
8/26/2016 16:55,8/26/2016 17:12,Business,Richmond Downtown,Richmond Hindu temple,2.9,Other,WEEKDAY,Female,On-time,27,9,30
8/26/2016 18:42,8/26/2016 18:56,Business,NewYork Downtown,NewYork Downtown,3.4,Other,WEEKDAY,Male,On-time,28,6,18
8/26/2016 19:31,8/26/2016 19:54,Business,NewYork Downtown,NewYork Downtown,3.8,Other,WEEKEND,Male,On-time,24,15,30
8/26/2016 20:06,8/26/2016 20:16,Business,NewYork Downtown,NewYork Downtown,5.9,Other,WEEKEND,Male,On-time,34,12,30
8/27/2016 9:34,8/27/2016 10:11,Business,Richmond Downtown,Richmond Hindu temple,9.6,Other,WEEKDAY,Male,On-time,32,21,30
8/27/2016 11:47,8/27/2016 12:06,Business,NewYork Downtown,NewYork Downtown,7,Other,WEEKDAY,Male,On-time,30,18,10
8/27/2016 12:12,8/27/2016 12:17,Business,NewYork Downtown,NewYork Downtown,0.9,Other,WEEKDAY,Female,On-time,71,27,30
8/27/2016 14:01,8/27/2016 15:44,Business,NewYork Downtown,NewYork Downtown,86.6,Other,WEEKDAY,Female,On-time,35,24,35
8/27/2016 16:15,8/27/2016 19:13,Business,Richmond Downtown,Richmond Hindu temple,156.9,Other,WEEKDAY,Female,On-time,44,30,35
8/28/2016 9:57,8/28/2016 10:18,Business,Richmond Downtown,Richmond Hindu temple,10.1,Other,WEEKEND,Female,On-time,55,3,35
8/28/2016 16:39,8/28/2016 16:55,Business,Newjersey Airport,Newjersey Downtown,6.2,Other,WEEKEND,Female,On-time,38,9,35
8/28/2016 17:37,8/28/2016 17:55,Business,Richmond hindu temple ,Richmond Downtown,5.3,Other,WEEKDAY,Male,On-time,69,6,35
8/28/2016 21:15,8/28/2016 21:59,Business,Richmond hindu temple ,Richmond Downtown,12.1,Other,WEEKDAY,Male,On-time,37,15,20
8/29/2016 12:02,8/29/2016 12:31,Business,Richmond Downtown,Richmond Hindu temple,10.8,Other,WEEKDAY,Male,On-time,48,12,35
8/29/2016 13:38,8/29/2016 13:48,Business,Richmond hindu temple ,Richmond Downtown,4.3,Other,WEEKDAY,Female,On-time,26,21,35
8/29/2016 14:31,8/29/2016 14:41,Business,Richmond hindu temple ,Richmond Downtown,2.5,Other,WEEKDAY,Female,On-time,48,18,35
8/29/2016 14:49,8/29/2016 15:04,Business,Richmond hindu temple ,Richmond Downtown,5.7,Temporary Site,WEEKEND,Female,On-time,28,27,60
8/29/2016 15:49,8/29/2016 15:59,Business,Richmond Downtown,Richmond Hindu temple,2.8,Other,WEEKEND,Female,On-time,37,24,35
8/29/2016 16:06,8/29/2016 16:21,Business,LA Amtrak station,LA Amtrak Downtown,4,Other,WEEKDAY,Female,On-time,48,30,35
8/29/2016 17:24,8/29/2016 17:41,Business,Richmond Downtown,Richmond Hindu temple,5.5,Other,WEEKDAY,Female,On-time,38,3,35
8/29/2016 18:27,8/29/2016 18:36,Business,LA Amtrak station,LA Amtrak Downtown,2.6,Other,WEEKDAY,Male,On-time,34,9,35
8/30/2016 11:53,8/30/2016 12:05,Business,Richmond Downtown,Richmond Hindu temple,2.1,Other,WEEKDAY,Female,On-time,26,6,35
8/30/2016 12:46,8/30/2016 13:09,Business,Richmond Downtown,Richmond Hindu temple,8.8,Other,WEEKDAY,Female,On-time,25,15,48
8/30/2016 13:25,8/30/2016 13:46,Business,LA Amtrak station,LA Amtrak Downtown,4.4,Other,WEEKEND,Female,On-time,32,12,48
8/30/2016 14:00,8/30/2016 14:20,Business,LA Amtrak station,LA Amtrak Downtown,5.3,Other,WEEKEND,Male,On-time,35,18,48
8/30/2016 17:27,8/30/2016 18:09,Business,Richmond Downtown,Richmond Hindu temple,13,Other,WEEKDAY,Male,On-time,25,27,20
9/1/2016 11:51,9/1/2016 12:24,Business,Richmond Downtown,Richmond Hindu temple,13,Other,WEEKDAY,Male,On-time,23,24,48
9/1/2016 17:21,9/1/2016 17:36,Business,LA Amtrak station,LA Amtrak Downtown,10.6,Other,WEEKDAY,Female,On-time,27,30,20
9/1/2016 18:49,9/1/2016 19:08,Business,Richmond Downtown,Richmond Hindu temple,2.2,Other,WEEKDAY,Female,On-time,29,3,20
9/2/2016 11:37,9/2/2016 12:24,Business,Richmond Downtown,Richmond Hindu temple,9.2,Other,WEEKDAY,Female,On-time,46,9,16
9/2/2016 18:56,9/2/2016 19:37,Business,Richmond Downtown,Richmond Hindu temple,12.9,Other,WEEKEND,Female,On-time,43,6,16
9/5/2016 10:25,9/5/2016 10:44,Business,Richmond Downtown,Richmond Hindu temple,17.2,Other,WEEKEND,Female,On-time,80,15,16
9/6/2016 17:49,9/6/2016 17:49,Business,Richmond Downtown,Richmond Hindu temple,69.1,Other,WEEKDAY,Female,On-time,31,12,16
9/10/2016 10:28,9/10/2016 10:45,Business,Richmond Downtown,Richmond Hindu temple,2.8,Other,WEEKDAY,Female,On-time,73,21,16
9/11/2016 9:51,9/11/2016 9:55,Business,Richmond Downtown,Richmond Hindu temple,8.6,Other,WEEKDAY,Female,On-time,68,18,16
9/11/2016 21:40,9/11/2016 21:42,Business,Richmond Downtown,Richmond Hindu temple,9.8,Other,WEEKDAY,Female,On-time,22,27,16
9/12/2016 8:07,9/12/2016 8:12,Business,Richmond Downtown,Richmond Hindu temple,3.6,Other,WEEKDAY,Female,On-time,20,24,30
9/12/2016 11:15,9/12/2016 11:24,Business,Richmond Downtown,Richmond Hindu temple,1.7,Other,WEEKEND,Female,On-time,28,30,30
9/12/2016 13:04,9/12/2016 13:44,Business,Richmond Downtown,Richmond Hindu temple,11.5,Other,WEEKEND,Male,On-time,26,3,30
9/13/2016 16:56,9/13/2016 17:02,Business,Richmond Downtown,Richmond Hindu temple,0.7,Other,WEEKDAY,Male,On-time,29,9,30
9/14/2016 11:55,9/14/2016 11:59,Business,Richmond Downtown,Richmond Hindu temple,0.7,Other,WEEKDAY,Female,On-time,30,6,30
9/15/2016 20:33,9/15/2016 20:38,Business,Richmond Downtown,Richmond Hindu temple,0.9,Other,WEEKDAY,Female,On-time,37,15,18
9/16/2016 7:08,9/16/2016 7:08,Business,Richmond Downtown,Richmond Hindu temple,1.6,Other,WEEKDAY,Female,On-time,29,12,30
9/18/2016 18:07,9/18/2016 18:11,Business,Richmond Downtown,Richmond Hindu temple,9.4,Other,WEEKDAY,Female,On-time,25,21,30
9/19/2016 6:18,9/19/2016 6:49,Business,Chicago Downtown,Chicago Downtown,18.2,Other,WEEKEND,Female,On-time,27,18,30
9/19/2016 14:40,9/19/2016 14:56,Business,Richmond Downtown,Richmond Hindu temple,10.5,Other,WEEKEND,Female,On-time,28,27,10
9/19/2016 16:23,9/19/2016 16:31,Business,LA Amtrak station,LA Amtrak Downtown,5.7,Other,WEEKDAY,Female,On-time,24,24,30
9/19/2016 17:36,9/19/2016 18:20,Business,Richmond Downtown,Richmond Hindu temple,18,Other,WEEKDAY,Male,On-time,34,30,35
9/19/2016 19:10,9/19/2016 19:49,Business,Richmond Downtown,Richmond Hindu temple,18.3,Other,WEEKDAY,Male,On-time,32,3,35
9/20/2016 11:29,9/20/2016 11:48,Business,LA Amtrak station,LA Amtrak Downtown,16.5,Other,WEEKDAY,Male,On-time,30,9,35
