,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
785,10/4/2016 9:50,10/4/2016 10:52,Business,Richmond Downtown,Richmond Hindu temple,28.6,Other
786,10/4/2016 12:17,10/4/2016 12:18,Business,Richmond Downtown,Richmond Hindu temple,15.1,Other
787,10/6/2016 8:49,10/6/2016 11:36,Business,Richmond Downtown,Richmond Hindu temple,17.9,Other
788,10/6/2016 17:23,10/6/2016 17:40,Business,Chicago Downtown,Chicago Downtown,112.6,Other
789,10/6/2016 18:37,10/6/2016 18:39,Business,Richmond Downtown,Richmond Hindu temple,18.4,Other
790,10/6/2016 19:46,10/6/2016 20:26,Business,Richmond Downtown,Richmond Hindu temple,13.8,Other
791,10/7/2016 10:56,10/7/2016 10:59,Business,Richmond Downtown,Richmond Hindu temple,33.2,Other
792,10/7/2016 11:27,10/7/2016 11:50,Business,NewYork Downtown,NewYork Downtown,2.6,Other
793,10/7/2016 13:52,10/7/2016 14:08,Business,NewYork Downtown,NewYork Downtown,5.8,Other
794,10/7/2016 14:29,10/7/2016 15:11,Business,Richmond Downtown,Richmond Hindu temple,8.3,Other
795,10/7/2016 15:47,10/7/2016 16:02,Business,NewYork Downtown,NewYork Downtown,2.4,Other
796,10/7/2016 18:08,10/7/2016 18:27,Business,NewYork Downtown,NewYork Downtown,3.1,Other
797,10/7/2016 18:33,10/7/2016 19:01,Business,NewYork Downtown,NewYork Downtown,6.1,Other
798,10/8/2016 15:03,10/8/2016 15:03,Business,Dallas Airport,Dallas Downtown,3.6,Other
799,10/8/2016 18:15,10/8/2016 18:18,Business,Dallas Airport,Dallas Downtown,8,Other
800,10/9/2016 14:04,10/9/2016 14:23,Business,Richmond Downtown,Richmond Hindu temple,7.7,Temporary Site
801,10/10/2016 17:22,10/10/2016 17:28,Business,LA Amtrak station,LA Amtrak Downtown,1.7,Other
802,10/10/2016 17:33,10/10/2016 18:13,Business,LA Amtrak station,LA Amtrak Downtown,9.5,Other
803,10/11/2016 1:27,10/11/2016 2:08,Business,Richmond Downtown,Richmond Hindu temple,17.1,Meeting
804,10/12/2016 19:18,10/12/2016 19:21,Business,Chicago Downtown,Chicago Downtown,18.4,Other
805,10/13/2016 11:20,10/13/2016 11:58,Business,Richmond Downtown,Richmond Hindu temple,9.8,Other
806,10/13/2016 12:08,10/13/2016 12:14,Business,LA Amtrak station,LA Amtrak Downtown,1,Other
807,10/13/2016 13:02,10/13/2016 13:02,Business,LA Amtrak station,LA Amtrak Downtown,0.7,Other
808,10/13/2016 13:37,10/13/2016 13:46,Business,LA Amtrak station,LA Amtrak Downtown,2.3,Other
809,10/13/2016 16:08,10/13/2016 16:53,Business,LA Amtrak station,LA Amtrak Downtown,10.9,Other
810,10/14/2016 8:50,10/14/2016 9:44,Business,Richmond Downtown,Richmond Hindu temple,12.7,Other
811,10/14/2016 10:16,10/14/2016 10:52,Business,Chicago Downtown,Chicago Downtown,12.4,Other
812,10/14/2016 15:56,10/14/2016 16:20,Business,Richmond Downtown,Richmond Hindu temple,3.8,Other
813,10/14/2016 23:54,10/15/2016 2:06,Business,Richmond Downtown,Richmond Hindu temple,17,Meeting
814,10/15/2016 22:28,10/15/2016 22:48,Business,Chicago Suburb,Chicago Suburb,6.2,Other
815,10/16/2016 0:01,10/16/2016 0:14,Business,Chicago Suburb,Chicago Downtown,3.1,Other
816,10/16/2016 12:52,10/16/2016 13:11,Business,Chicago Downtown,Durham,10.5,Meeting
817,10/16/2016 14:40,10/16/2016 15:01,Business,Ohio Downtown,Ohio Downtown,8.1,Other
818,10/16/2016 15:10,10/16/2016 15:19,Business,Chicago Suburb,Chicago Downtown,3.1,Other
819,10/16/2016 19:27,10/16/2016 19:33,Business,LA Downtown,Parkway,2.1,Meeting
820,10/16/2016 20:30,10/16/2016 20:39,Business,Chicago Downtown,Chicago Suburb,4.3,Other
821,10/16/2016 21:34,10/16/2016 21:41,Business,Chicago Suburb,Chicago Downtown,2.5,Meal/Entertain
822,10/17/2016 15:19,10/17/2016 15:57,Business,Chicago Downtown,Raleigh,20.6,Other
823,10/17/2016 16:29,10/17/2016 17:11,Business,Chicago Downtown,Chicago Downtown,17.6,Other
824,10/17/2016 18:02,10/17/2016 18:16,Business,Chicago Downtown,Apex,5.6,Other
825,10/17/2016 18:31,10/17/2016 18:45,Business,Chicago suburb,Chicago Downtown,3.3,Other
826,10/17/2016 19:08,10/17/2016 19:25,Business,Chicago suburb,Chicago Downtown,5.3,Other
827,10/18/2016 8:12,10/18/2016 8:22,Business,LA Downtown,Edgehill Farms,3.3,Other
828,10/18/2016 8:53,10/18/2016 9:02,Business,LA Downtown,LA amtrak station,3.3,Other
829,10/18/2016 10:41,10/18/2016 11:09,Business,Chicago Downtown,Chicago Suburb,7.9,Temporary Site
830,10/18/2016 18:12,10/18/2016 18:33,Business,Newjersey Airport,Newjersey Downtown,13,Other
831,10/18/2016 19:03,10/18/2016 19:13,Business,Boston Downtown,Boston tea Party,3,Other
832,10/18/2016 20:31,10/18/2016 20:37,Business,Richmond Downtown,Richmond hindu temple,3,Other
833,10/19/2016 9:33,10/19/2016 9:47,Business,Boston Downtown,Boston tea Party,3.8,Other
834,10/19/2016 9:54,10/19/2016 10:21,Business,Newjersey Airport,Newjersey Downtown,9.5,Other
835,10/19/2016 13:45,10/19/2016 13:56,Business,LA Downtown,LA Downtown,1.7,Other
836,10/19/2016 14:02,10/19/2016 14:31,Business,Chicago Downtown,Chicago Downtown,10.8,Other
837,10/19/2016 15:44,10/19/2016 16:02,Business,LA Downtown,LA Downtown,4.1,Other
838,10/19/2016 16:06,10/19/2016 16:19,Business,Newjersey Airport,Newjersey Downtown,2.2,Other
839,10/19/2016 16:33,10/19/2016 17:01,Business,Richmond Downtown,Richmond hindu temple,4.6,Other
840,10/20/2016 11:26,10/20/2016 11:34,Business,Boston Downtown,Boston tea Party,3.1,Other
841,10/20/2016 12:19,10/20/2016 13:17,Business,Richmond Downtown,Richmond hindu temple,47.7,Other
842,10/20/2016 20:44,10/20/2016 21:37,Business,Chicago Downtown,Chicago Downtown,44.6,Other
843,10/21/2016 10:06,10/21/2016 10:21,Business,Boston Downtown,Boston tea Party,13.2,Other
844,10/22/2016 0:54,10/22/2016 1:09,Business,Chicago Suburb,Chicago Downtown,8.7,Other
845,10/22/2016 13:26,10/22/2016 14:03,Business,Chicago Downtown,Raleigh,17.2,Other
846,10/22/2016 17:08,10/22/2016 17:55,Business,Chicago Downtown,Chicago Downtown,14,Other
847,10/23/2016 9:24,10/23/2016 10:05,Business,Chicago Downtown,Raleigh,28.1,Other
848,10/23/2016 12:17,10/23/2016 12:59,Business,Chicago Downtown,Chicago Downtown,28.2,Other
849,10/23/2016 19:04,10/23/2016 19:14,Business,Chicago Downtown,Chicago Suburb,3.1,Meal/Entertain
850,10/23/2016 21:10,10/23/2016 21:25,Business,Chicago Suburb,Chicago Downtown,3.1,Customer Visit
851,10/24/2016 14:57,10/24/2016 15:26,Business,Chicago Downtown,Durham,16.4,Other
852,10/24/2016 15:33,10/24/2016 16:13,Business,Ohio Downtown,Ohio Downtown,15.4,Other
853,10/24/2016 16:34,10/24/2016 16:41,Business,Chicago Suburb,Chicago Downtown,2.2,Other
854,10/25/2016 13:27,10/25/2016 14:08,Business,Chicago Downtown,Apex,11.2,Other
855,10/25/2016 15:04,10/25/2016 15:11,Business,Chicago suburb,Chicago Downtown,2.2,Other
856,10/25/2016 15:16,10/25/2016 15:33,Business,Ohio Downtown,Ohio Downtown,3.6,Other
857,10/25/2016 20:00,10/25/2016 20:11,Business,LA Downtown,Savon Height,3.6,Meal/Entertain
858,10/25/2016 20:54,10/25/2016 21:03,Business,LA Downtown,LA Downtown,4.9,Other
859,10/25/2016 22:24,10/25/2016 22:45,Business,LA Downtown,LA Downtown,8.7,Errand/Supplies
860,10/26/2016 19:25,10/26/2016 19:31,Business,LA Downtown,Parkway,2.1,Meeting
861,10/26/2016 20:53,10/26/2016 21:03,Business,LA Downtown,LA Downtown,2.1,Other
862,10/27/2016 18:51,10/27/2016 19:16,Business,Chicago Downtown,Chicago Suburb,8.4,Meeting
863,10/27/2016 19:20,10/27/2016 19:35,Business,Chicago Suburb,Chicago Suburb,5.9,Other
864,10/27/2016 19:52,10/27/2016 20:21,Business,LA Amtrak station,LA Amtrak Downtown,12.1,Other
865,10/27/2016 20:47,10/27/2016 20:54,Business,LA Amtrak station,LA Amtrak Downtown,3.9,Other
866,10/27/2016 21:26,10/27/2016 21:48,Business,Chicago Suburb,Chicago Downtown,6.2,Other
867,10/28/2016 11:34,10/28/2016 11:52,Business,Chicago Downtown,Durham,10.4,Meeting
868,10/28/2016 13:06,10/28/2016 13:36,Business,Ohio Downtown,Ohio Downtown,9.9,Meeting
869,10/28/2016 15:53,10/28/2016 17:59,Business,Chicago Downtown,Winston Salem,107,Meeting
870,10/28/2016 18:13,10/28/2016 20:07,Business,LA Downtown,LA Downtown,133.6,Meeting
871,10/28/2016 20:13,10/28/2016 22:00,Business,Ohio Suburb,Ohio Downtown,91.8,Meeting
872,10/29/2016 15:22,10/29/2016 17:05,Business,Richmond Downtown,Richmond Hindu temple,40.7,Meeting
873,10/29/2016 17:13,10/29/2016 19:19,Business,Chicago Downtown,Chicago suburb,75.7,Other
874,10/30/2016 7:49,10/30/2016 8:30,Business,Richmond Downtown,Richmond Hindu temple,29.8,Other
875,10/30/2016 9:07,10/30/2016 10:09,Business,Chicago Downtown,Chicago Downtown,16.3,Other
876,10/30/2016 10:11,10/30/2016 10:38,Business,Chicago Downtown,Chicago Downtown,6.5,Other
877,10/30/2016 10:51,10/30/2016 11:21,Business,Chicago Downtown,Chicago Downtown,6.3,Other
878,10/30/2016 12:24,10/30/2016 12:35,Business,Chicago Downtown,Chicago Downtown,6.6,Other
879,10/30/2016 12:58,10/30/2016 13:18,Business,Richmond Downtown,Richmond suburb,15.2,Other
880,10/30/2016 13:24,10/30/2016 14:37,Business,Chicago Downtown,Chicago Downtown,68.4,Other
881,10/30/2016 15:22,10/30/2016 18:23,Business,Ohio Suburb,Ohio Downtown,195.9,Other
882,10/30/2016 18:26,10/30/2016 19:39,Business,Chicago Downtown,Chicago Downtown,45.2,Other
883,10/31/2016 18:11,10/31/2016 18:20,Business,Chicago Downtown,Chicago Suburb,3.2,Other
884,10/31/2016 18:47,10/31/2016 19:16,Business,Chicago Suburb,Raleigh,10.3,Other
885,10/31/2016 20:18,10/31/2016 20:44,Business,Chicago Downtown,Chicago Downtown,13.1,Other
886,10/31/2016 21:45,10/31/2016 22:10,Business,LA Downtown,LA Downtown,9.6,Errand/Supplies
887,11/1/2016 11:50,11/1/2016 12:27,Business,Chicago Downtown,Durham,16.5,Other
888,11/1/2016 16:29,11/1/2016 17:02,Business,Ohio Downtown,Ohio Downtown,12.8,Other
889,11/1/2016 17:35,11/1/2016 17:42,Business,LA Downtown,LA Downtown,1.2,Other
890,11/1/2016 19:14,11/1/2016 19:20,Business,LA Downtown,LA Downtown,1,Other
891,11/1/2016 19:59,11/1/2016 20:12,Business,LA Downtown,LA Downtown,4.1,Other
892,11/1/2016 20:41,11/1/2016 20:55,Business,LA Downtown,LA Downtown,4.2,Meal/Entertain
893,11/2/2016 15:10,11/2/2016 15:18,Business,LA Downtown,Westpark Place,1.4,Other
894,11/2/2016 15:45,11/2/2016 15:52,Business,LA Downtown,LA Downtown,1.8,Other
895,11/2/2016 16:46,11/2/2016 17:11,Business,Chicago Downtown,Chicago Suburb,8.5,Meeting
896,11/2/2016 17:34,11/2/2016 17:49,Business,Chicago Suburb,Chicago Suburb,5,Other
897,11/2/2016 17:53,11/2/2016 18:00,Business,Chicago Suburb,Chicago Downtown,3.8,Other
898,11/3/2016 11:28,11/3/2016 11:34,Business,LA Downtown,Hazelwood,2.5,Other
899,11/3/2016 12:43,11/3/2016 12:49,Business,Chicago Downtown,Chicago suburb,2.4,Other
900,11/3/2016 13:42,11/3/2016 13:47,Business,LA Downtown,Westpark Place,1.4,Other
901,11/3/2016 14:13,11/3/2016 14:26,Business,LA Downtown,LA Downtown,1.8,Other
902,11/3/2016 18:51,11/3/2016 19:08,Business,Chicago Downtown,Chicago Suburb,3.1,Meal/Entertain
903,11/3/2016 22:46,11/3/2016 22:58,Business,Chicago Suburb,Chicago Downtown,3.1,Customer Visit
904,11/4/2016 10:02,11/4/2016 10:18,Business,Chicago Downtown,Chicago Suburb,7.9,Temporary Site
905,11/4/2016 18:14,11/4/2016 18:21,Business,Chicago Downtown,Chicago Downtown,3.8,Other
906,11/4/2016 21:04,11/4/2016 21:20,Business,Chicago Downtown,Chicago Suburb,4.3,Other
907,11/4/2016 22:12,11/4/2016 22:25,Business,Dallas airport,Dallas Downtown,3.9,Other
908,11/5/2016 8:34,11/5/2016 8:43,Business,Chicago Downtown,Chicago Suburb,2.2,Other
909,11/5/2016 17:29,11/5/2016 17:40,Business,Chicago Downtown,Chicago Downtown,2.8,Other
910,11/5/2016 19:20,11/5/2016 19:28,Business,Chicago Downtown,Chicago Suburb,2.2,Other
911,11/6/2016 10:50,11/6/2016 11:04,Business,Chicago Downtown,Chicago Suburb,2.4,Other
912,11/6/2016 16:05,11/6/2016 16:22,Business,Chicago Downtown,Chicago Downtown,2.8,Meeting
913,11/6/2016 16:27,11/6/2016 17:28,Business,LA Downtown,LA Downtown,43.9,Customer Visit
914,11/6/2016 19:04,11/6/2016 19:12,Business,Ohio Downtown,Ohio Downtown,1.8,Other
915,11/6/2016 20:06,11/6/2016 20:21,Business,LA Downtown,LA Downtown,3.3,Other
916,11/7/2016 12:28,11/7/2016 12:57,Business,Richmond Downtown,Richmond hindu temple,11.8,Between Offices
917,11/7/2016 19:17,11/7/2016 19:57,Business,Chicago Downtown,Chicago Downtown,13.2,Between Offices
918,11/8/2016 10:29,11/8/2016 10:57,Business,Richmond Downtown,Richmond hindu temple,12.2,Between Offices
919,11/8/2016 12:16,11/8/2016 12:49,Business,Chicago Downtown,Chicago Downtown,11.3,Meeting
920,11/8/2016 13:41,11/8/2016 14:01,Business,Richmond Downtown,Richmond hindu temple,3.6,Other
921,11/8/2016 16:21,11/8/2016 16:34,Business,Boston Downtown,Boston tea Party,3,Other
922,11/9/2016 13:08,11/9/2016 13:41,Business,Richmond Downtown,Richmond hindu temple,11.4,Other
923,11/9/2016 15:58,11/9/2016 16:04,Business,Newjersey Airport,Newjersey Downtown,0.9,Other
924,11/9/2016 17:31,11/9/2016 18:03,Business,Ohio Downtown,Ohio Downtown,6.2,Other
925,11/9/2016 18:09,11/9/2016 18:14,Business,Richmond Downtown,Richmond Hindu temple,0.7,Other
926,11/9/2016 18:21,11/9/2016 18:35,Business,LA Amtrak station,LA Amtrak Downtown,5.5,Meeting
927,11/9/2016 18:40,11/9/2016 19:17,Business,Chicago Downtown,Chicago Downtown,12.7,Customer Visit
928,11/9/2016 20:52,11/9/2016 21:02,Business,Newjersey Airport,Newjersey Downtown,2.6,Other
929,11/9/2016 21:56,11/9/2016 22:02,Business,Milwaukee Downtown,Milwaukee Amtrak station,1.1,Other
930,11/10/2016 9:46,11/10/2016 10:15,Business,Richmond Downtown,Richmond hindu temple,12.6,Temporary Site
931,11/10/2016 10:20,11/10/2016 10:31,Business,Richmond Downtown,Richmond Hindu temple,1.2,Other
932,11/10/2016 14:57,11/10/2016 15:07,Business,LA Downtown,LA Downtown,1.1,Other
933,11/10/2016 15:17,11/10/2016 15:22,Business,Chicago Downtown,Chicago Downtown,9.9,Temporary Site
934,11/10/2016 15:30,11/10/2016 15:53,Business,Newjersey Airport,Newjersey Downtown,6,Meeting
935,11/10/2016 19:18,11/10/2016 19:21,Business,LA Downtown,LA Downtown,0.8,Other
936,11/11/2016 9:35,11/11/2016 10:23,Business,Richmond Downtown,Richmond hindu temple,45.9,Customer Visit
937,11/11/2016 12:58,11/11/2016 13:13,Business,West Palm Beach,West Palm Beach,4,Other
938,11/11/2016 14:20,11/11/2016 14:32,Business,Dallas Downtown,Dallas Downtown,2.5,Other
939,11/11/2016 14:39,11/11/2016 15:46,Business,West Palm Beach,West Palm Beach,36.6,Customer Visit
940,11/11/2016 18:30,11/11/2016 18:43,Business,Milwaukee Downtown,Milwaukee Amtrak station,2.9,Other
941,11/11/2016 21:08,11/11/2016 21:18,Business,Milwaukee Downtown,Milwaukee Downtown,2.6,Other
942,11/12/2016 10:32,11/12/2016 10:52,Business,Milwaukee Downtown,Milwaukee Amtrak station,2.3,Other
943,11/12/2016 10:55,11/12/2016 11:25,Business,LA Downtown,LA Downtown,6.4,Other
944,11/12/2016 13:07,11/12/2016 13:15,Business,Ohio Downtown,Ohio Downtown,1.4,Other
945,11/12/2016 13:46,11/12/2016 13:50,Business,Milwaukee Downtown,Milwaukee Amtrak station,0.6,Other
946,11/12/2016 14:22,11/12/2016 14:53,Business,LA Downtown,LA Downtown,5.9,Meeting
947,11/12/2016 15:14,11/12/2016 15:21,Business,LA Downtown,LA Downtown,0.8,Other
948,11/12/2016 15:25,11/12/2016 15:36,Business,Richmond Downtown,Richmond hindu temple,1.3,Other
949,11/12/2016 15:40,11/12/2016 15:59,Business,Boston Downtown,Boston tea Party,3.7,Errand/Supplies
950,11/13/2016 8:54,11/13/2016 9:02,Business,Milwaukee Downtown,Milwaukee Amtrak station,2.3,Other
951,11/13/2016 9:27,11/13/2016 9:53,Business,Milwaukee Downtown,Milwaukee Amtrak station,2.6,Other
952,11/13/2016 10:31,11/13/2016 10:37,Business,Milwaukee Downtown,Milwaukee Amtrak station,1.9,Other
953,11/13/2016 11:04,11/13/2016 11:16,Business,LA Downtown,LA Downtown,2.1,Other
954,11/13/2016 12:22,11/13/2016 12:51,Business,LA Downtown,LA Downtown,4,Meeting
955,11/13/2016 13:05,11/13/2016 13:11,Business,LA Downtown,LA Downtown,0.9,Other
956,11/13/2016 13:14,11/13/2016 13:18,Business,LA Downtown,LA Downtown,0.9,Other
957,11/13/2016 14:35,11/13/2016 14:46,Business,LA Downtown,LA Downtown,2.4,Other
958,11/13/2016 15:14,11/13/2016 15:24,Business,Milwaukee Downtown,Milwaukee Downtown,1.9,Other
959,11/13/2016 15:47,11/13/2016 15:59,Business,LA Downtown,LA Downtown,1.9,Other
960,11/14/2016 11:24,11/14/2016 12:13,Business,Richmond Downtown,Richmond hindu temple,44.6,Customer Visit
961,11/14/2016 13:40,11/14/2016 14:33,Business,Newjersey Airport,Newjersey Downtown,43.6,Customer Visit
962,11/14/2016 15:27,11/14/2016 15:36,Business,Richmond Downtown,Richmond hindu temple,2.5,Other
963,11/14/2016 20:19,11/14/2016 20:30,Business,Boston Downtown,Boston tea Party,3.7,Errand/Supplies
964,11/15/2016 13:59,11/15/2016 14:06,Business,Richmond Downtown,Richmond hindu temple,5.1,Other
965,11/15/2016 14:09,11/15/2016 14:26,Business,Newjersey Airport,Newjersey Downtown,9.7,Temporary Site
966,11/15/2016 20:44,11/15/2016 21:00,Business,Chicago Downtown,Chicago Downtown,11.8,Temporary Site
967,11/16/2016 20:21,11/16/2016 20:27,Business,Richmond Downtown,Richmond hindu temple,2.3,Temporary Site
968,11/16/2016 22:52,11/16/2016 23:02,Business,LA Downtown,LA amtrak station,3.1,Meal/Entertain
969,11/17/2016 10:13,11/17/2016 10:44,Business,Richmond Downtown,Richmond hindu temple,16.3,Customer Visit
970,11/18/2016 20:09,11/18/2016 20:19,Business,Chicago Downtown,Chicago Suburb,3.1,Meal/Entertain
971,11/18/2016 21:23,11/18/2016 21:34,Business,Chicago Suburb,Chicago Downtown,5.2,Meal/Entertain
972,11/18/2016 21:56,11/18/2016 22:21,Business,California Downtown,California suburb,6.1,Meeting
973,11/19/2016 13:51,11/19/2016 14:10,Business,Chicago Downtown,Durham,10.3,Meeting
974,11/19/2016 14:30,11/19/2016 14:51,Business,Ohio Downtown,Ohio Downtown,10.5,Meeting
975,11/19/2016 16:01,11/19/2016 16:06,Business,Chicago Downtown,Chicago Downtown,1.5,Other
976,11/19/2016 16:27,11/19/2016 16:41,Business,Chicago Downtown,Chicago Downtown,1.8,Other
977,11/19/2016 17:41,11/19/2016 17:54,Business,Chicago Downtown,Apex,5.4,Errand/Supplies
978,11/19/2016 21:14,11/19/2016 21:35,Business,Chicago suburb,Chicago Downtown,5.4,Customer Visit
979,11/20/2016 10:27,11/20/2016 11:32,Business,Chicago Downtown,Chicago Downtown,39.2,Between Offices
980,11/20/2016 11:58,11/20/2016 12:28,Business,Chicago Downtown,Chicago Downtown,6.4,Customer Visit
981,11/20/2016 14:58,11/20/2016 15:07,Business,Chicago Downtown,Chicago Downtown,2.7,Meeting
982,11/20/2016 17:45,11/20/2016 18:37,Business,Chicago Downtown,Chicago Downtown,18.5,Errand/Supplies
983,11/21/2016 13:37,11/21/2016 13:49,Business,Chicago Downtown,Chicago Downtown,2.5,Meal/Entertain
984,11/21/2016 14:34,11/21/2016 14:44,Business,Chicago Downtown,Chicago Downtown,2.1,Meal/Entertain
985,11/21/2016 17:50,11/21/2016 18:04,Business,Chicago Downtown,Unknown Location,6.7,Errand/Supplies
986,11/21/2016 18:18,11/21/2016 18:27,Business,Chicago Suburb,Chicago Suburb,3.5,Meal/Entertain
987,11/21/2016 18:43,11/21/2016 18:51,Business,Chicago Suburb,Chicago Downtown,3.4,Errand/Supplies
988,11/22/2016 15:12,11/22/2016 15:27,Business,Chicago Downtown,Chicago Downtown,5.5,Meeting
989,11/22/2016 15:31,11/22/2016 15:44,Business,Chicago Downtown,Chicago Downtown,4.1,Meeting
990,11/22/2016 15:51,11/22/2016 16:43,Business,Chicago Downtown,Chicago Downtown,12.7,Customer Visit
991,11/22/2016 18:18,11/22/2016 18:28,Business,Chicago Downtown,Chicago Suburb,3,Meal/Entertain
992,11/22/2016 21:02,11/22/2016 21:14,Business,Chicago Suburb,Chicago Downtown,3.5,Customer Visit
993,11/23/2016 15:34,11/23/2016 15:50,Business,Chicago Downtown,Chicago Downtown,5.9,Meal/Entertain
994,11/23/2016 16:18,11/23/2016 16:29,Business,Chicago Downtown,Chicago Downtown,1.9,Other
995,11/23/2016 16:49,11/23/2016 17:00,Business,Chicago Downtown,Chicago Downtown,3.3,Other
996,11/23/2016 18:37,11/23/2016 18:47,Business,Chicago Downtown,Chicago Downtown,1.3,Other
997,11/25/2016 11:47,11/25/2016 12:04,Business,Chicago Downtown,Durham,10.3,Meeting
998,11/25/2016 13:13,11/25/2016 13:31,Business,Ohio Downtown,Ohio Downtown,11.1,Meeting
999,11/26/2016 15:54,11/26/2016 15:59,Business,Chicago Downtown,Chicago Downtown,1.4,Other
1000,11/26/2016 17:00,11/26/2016 17:12,Business,Chicago Downtown,Apex,5.1,Meeting
1001,11/26/2016 17:36,11/26/2016 17:56,Business,Chicago suburb,Chicago Downtown,9,Meeting
1002,11/26/2016 18:29,11/26/2016 19:04,Business,LA Amtrak station,LA Amtrak Downtown,13.3,Between Offices
1003,11/26/2016 19:47,11/26/2016 19:54,Business,Chicago Downtown,Chicago Downtown,2.5,Errand/Supplies
1004,11/27/2016 15:59,11/27/2016 16:06,Business,Chicago Downtown,Chicago Suburb,3.3,Meal/Entertain
1005,11/27/2016 18:55,11/27/2016 19:09,Business,Chicago Suburb,Chicago Downtown,2.9,Other
1006,11/30/2016 11:03,11/30/2016 11:34,Business,Chicago Downtown,Raleigh,8.5,Customer Visit
1007,11/30/2016 11:53,11/30/2016 12:35,Business,Chicago Downtown,Chicago Suburb,6.7,Temporary Site
1008,11/30/2016 12:43,11/30/2016 12:53,Business,Chicago Suburb,Chicago Downtown,3.1,Other
1009,12/1/2016 7:44,12/1/2016 7:59,Business,Chicago Downtown,Chicago Downtown,5.5,Meeting
1010,12/1/2016 8:37,12/1/2016 8:53,Business,Chicago Downtown,Chicago Downtown,5.5,Errand/Supplies
1011,12/1/2016 18:00,12/1/2016 18:12,Business,Chicago Downtown,Chicago Suburb,2.9,Meal/Entertain
1012,12/1/2016 20:36,12/1/2016 20:46,Business,Chicago Suburb,Chicago Downtown,2.9,Customer Visit
1013,12/2/2016 12:12,12/2/2016 12:23,Business,Chicago Downtown,Apex,5.1,Meal/Entertain
1014,12/2/2016 13:07,12/2/2016 13:22,Business,Chicago suburb,Chicago Downtown,5.3,Customer Visit
1015,12/2/2016 20:41,12/2/2016 20:48,Business,Chicago Downtown,Chicago Suburb,3.3,Meal/Entertain
1016,12/2/2016 22:59,12/2/2016 23:07,Business,Chicago Suburb,Chicago Downtown,3,Customer Visit
1017,12/3/2016 18:35,12/3/2016 18:56,Business,Chicago Downtown,Wake Co.,6.6,Errand/Supplies
1018,12/3/2016 19:08,12/3/2016 19:15,Business,Chicago Suburb,Chicago Suburb,1.8,Other
1019,12/3/2016 20:31,12/3/2016 20:41,Business,Chicago Suburb,Chicago Downtown,3,Customer Visit
1020,12/4/2016 18:56,12/4/2016 19:03,Business,Chicago Downtown,Chicago Suburb,2.9,Meal/Entertain
1021,12/4/2016 20:23,12/4/2016 20:34,Business,Chicago Suburb,Chicago Downtown,3.4,Customer Visit
1022,12/5/2016 18:04,12/5/2016 18:17,Business,Chicago Downtown,Chicago Downtown,4.1,Other
1023,12/5/2016 19:22,12/5/2016 19:37,Business,Chicago Downtown,Chicago Downtown,3.8,Meal/Entertain
1024,12/7/2016 12:03,12/7/2016 12:32,Business,Chicago Downtown,Chicago Downtown,6.6,Meeting
1025,12/7/2016 12:35,12/7/2016 12:46,Business,Chicago Downtown,Chicago Downtown,4,Meeting
1026,12/7/2016 19:53,12/7/2016 20:13,Business,Chicago Downtown,Chicago Downtown,7,Customer Visit
1027,12/7/2016 21:13,12/7/2016 21:50,Business,Chicago Downtown,Chicago Downtown,6.9,Meal/Entertain
1028,12/8/2016 14:19,12/8/2016 14:32,Business,Chicago Downtown,Chicago Downtown,3.4,Errand/Supplies
1029,12/8/2016 14:53,12/8/2016 15:02,Business,Chicago Downtown,Chicago Downtown,3.4,Errand/Supplies
1030,12/8/2016 19:22,12/8/2016 19:27,Business,Chicago Downtown,Chicago Downtown,2,Meeting
1031,12/8/2016 21:26,12/8/2016 21:31,Business,Chicago Downtown,Chicago Downtown,2,Errand/Supplies
1032,12/9/2016 12:09,12/9/2016 12:24,Business,Chicago Downtown,Apex,5.1,Errand/Supplies
1033,12/9/2016 13:15,12/9/2016 13:43,Business,Chicago suburb,Chicago Downtown,8.8,Temporary Site
1034,12/9/2016 20:11,12/9/2016 20:34,Business,Chicago Downtown,Chicago Downtown,5.6,Meeting
1035,12/9/2016 22:03,12/9/2016 22:57,Business,Chicago Downtown,Chicago Downtown,18.9,Customer Visit
1036,12/10/2016 12:43,12/10/2016 13:16,Business,Chicago Downtown,Fuquay-Varina,15.6,Meeting
1037,12/10/2016 14:42,12/10/2016 15:18,Business,Chicago Downtown,Chicago suburb,15.6,Errand/Supplies
1038,12/10/2016 18:17,12/10/2016 18:27,Business,Chicago Downtown,Chicago Suburb,3,Meal/Entertain
1039,12/10/2016 22:09,12/10/2016 22:21,Business,Chicago Suburb,Chicago Downtown,3.1,Customer Visit
1040,12/11/2016 16:06,12/11/2016 16:16,Business,Chicago Downtown,Chicago Suburb,3,Meal/Entertain
1041,12/11/2016 19:05,12/11/2016 19:15,Business,Chicago Suburb,Chicago Downtown,4.8,Errand/Supplies
1042,12/11/2016 21:48,12/11/2016 21:56,Business,Chicago Downtown,Chicago Downtown,2.1,Errand/Supplies
1043,12/12/2016 13:22,12/12/2016 13:32,Business,Chicago Downtown,Chicago Downtown,3.1,Errand/Supplies
1044,12/12/2016 13:36,12/12/2016 13:51,Business,Chicago Downtown,Apex,4.4,Meal/Entertain
1045,12/12/2016 14:26,12/12/2016 14:39,Business,Chicago suburb,Chicago Downtown,4.7,Customer Visit
